,action_id,cell_label
602,602,data_preprocessing
603,603,comment_only
604,604,data_preprocessing
605,605,helper_functions
606,606,data_preprocessing
607,607,data_preprocessing
608,608,data_exploration
609,609,comment_only
610,610,data_exploration
611,611,data_preprocessing
612,612,data_preprocessing
613,613,comment_only
614,614,comment_only
615,615,comment_only
616,616,
617,617,comment_only
618,618,
619,619,helper_functions
620,620,data_preprocessing
621,621,
622,622,data_preprocessing
623,623,comment_only
624,624,
625,625,data_exploration
626,626,data_exploration
627,627,data_preprocessing
628,628,data_preprocessing
629,629,data_preprocessing
630,630,data_preprocessing
631,631,
632,633,comment_only
633,632,
634,634,data_preprocessing
635,635,data_preprocessing
636,636,
637,637,
638,638,data_preprocessing
639,639,data_preprocessing
640,640,
641,641,
642,642,
643,643,
644,644,comment_only
645,645,
646,646,
647,647,
648,648,
649,649,
650,650,
651,651,
652,652,
653,653,comment_only
654,654,data_preprocessing
655,655,data_preprocessing
656,656,
657,657,data_preprocessing
658,658,data_preprocessing
659,659,
660,660,helper_functions
661,661,helper_functions
662,662,
663,663,helper_functions
664,664,
665,665,comment_only
666,666,
667,667,comment_only
668,668,comment_only
669,669,data_exploration
670,670,
671,671,comment_only
672,672,comment_only
673,673,helper_functions
674,674,
675,675,
676,676,data_exploration
677,677,
678,678,data_exploration
679,679,comment_only
680,680,comment_only
681,681,data_exploration
682,682,data_exploration
683,683,comment_only
684,684,comment_only
685,685,data_exploration
686,686,data_exploration
687,687,data_exploration
688,688,data_exploration
689,689,
690,690,
691,691,
692,692,
693,693,data_exploration
694,694,data_exploration
695,695,data_exploration
696,696,data_preprocessing
697,697,data_preprocessing
698,698,comment_only
699,699,comment_only
700,700,load_data
701,701,load_data
702,702,data_exploration
703,703,data_exploration
704,704,data_exploration
705,705,data_exploration
706,706,load_data
707,707,data_exploration
708,708,load_data
709,709,data_exploration
710,710,
711,711,data_preprocessing
712,712,
713,713,load_data
714,714,load_data
715,715,data_exploration
716,716,data_exploration
717,717,
718,718,
719,719,
720,720,
721,721,data_preprocessing
722,722,
723,724,data_preprocessing
724,723,
725,725,load_data
726,726,
727,727,load_data
728,728,
729,729,data_exploration
730,730,data_exploration
731,731,
732,732,load_data
733,734,
734,733,data_preprocessing
735,735,data_exploration
736,736,load_data
737,738,comment_only
738,737,data_exploration
739,739,load_data
740,740,load_data
741,741,data_exploration
742,742,data_exploration
743,743,data_exploration
744,744,
745,745,
746,746,
747,747,
748,748,data_preprocessing
749,750,comment_only
750,749,data_preprocessing
751,751,
752,752,data_preprocessing
753,753,data_preprocessing
754,754,comment_only
755,755,data_preprocessing
756,756,data_preprocessing
757,757,data_preprocessing
758,758,data_preprocessing
759,759,data_preprocessing
760,760,data_preprocessing
761,761,load_data
762,762,data_preprocessing
763,763,load_data
764,764,data_preprocessing
765,765,data_preprocessing
766,766,data_preprocessing
767,767,comment_only
768,768,data_preprocessing
769,769,data_preprocessing
770,771,data_exploration
771,770,data_preprocessing
772,772,data_preprocessing
773,773,data_preprocessing
774,774,data_preprocessing
775,775,data_preprocessing
776,776,data_preprocessing
777,777,data_preprocessing
778,778,data_preprocessing
779,779,data_preprocessing
780,780,data_exploration
781,781,data_preprocessing
782,782,data_exploration
783,783,load_data
784,784,data_preprocessing
785,785,load_data
786,786,data_preprocessing
787,787,
788,788,
789,789,
790,790,data_preprocessing
791,791,data_preprocessing
792,792,
793,793,comment_only
794,794,comment_only
795,795,
796,796,comment_only
797,797,data_preprocessing
798,798,data_preprocessing
799,799,
800,800,data_exploration
801,801,
802,802,data_exploration
803,803,data_exploration
804,804,data_exploration
805,805,comment_only
806,806,
807,807,comment_only
808,808,
809,809,data_preprocessing
810,810,comment_only
811,811,data_preprocessing
812,812,data_preprocessing
813,813,comment_only
814,814,data_preprocessing
815,815,comment_only
816,816,data_preprocessing
817,818,
818,817,data_preprocessing
819,819,data_preprocessing
820,820,
821,821,data_preprocessing
822,822,data_preprocessing
823,823,data_preprocessing
824,824,data_preprocessing
825,825,helper_functions
826,826,
827,827,helper_functions
828,828,data_preprocessing
829,830,data_preprocessing
830,829,data_preprocessing
831,831,
832,832,
833,833,
834,834,helper_functions
835,835,helper_functions
836,836,
837,837,comment_only
838,838,helper_functions
839,839,data_preprocessing
840,841,data_preprocessing
841,840,
842,842,comment_only
843,843,helper_functions
844,844,comment_only
845,845,helper_functions
846,846,helper_functions
847,847,
848,848,helper_functions
849,849,helper_functions
850,850,helper_functions
851,851,data_preprocessing
852,852,data_preprocessing
853,853,
854,854,helper_functions
855,855,helper_functions
856,856,data_preprocessing
857,857,helper_functions
858,858,data_preprocessing
859,859,data_preprocessing
860,860,data_preprocessing
861,861,helper_functions
862,862,data_preprocessing
863,863,helper_functions
864,864,
865,865,
866,866,comment_only
867,867,comment_only
868,868,comment_only
869,869,comment_only
870,870,comment_only
871,871,comment_only
872,872,comment_only
873,873,
874,874,
875,875,
876,876,comment_only
877,877,comment_only
878,878,data_exploration
879,879,data_exploration
880,880,
881,881,
882,882,helper_functions
883,883,
884,884,data_preprocessing
885,885,
886,886,
887,888,
888,887,data_preprocessing
889,889,helper_functions
890,890,
891,891,
892,892,comment_only
893,893,data_exploration
894,894,data_exploration
895,895,
896,896,comment_only
897,897,
898,898,data_exploration
899,899,data_preprocessing
900,900,data_exploration
901,901,helper_functions
902,902,comment_only
903,903,helper_functions
904,904,helper_functions
905,905,data_exploration
906,906,data_exploration
907,907,
908,908,data_exploration
909,910,data_exploration
910,909,comment_only
911,911,
912,912,comment_only
913,913,helper_functions
914,914,
915,915,comment_only
916,916,data_exploration
917,917,data_exploration
918,918,data_exploration
919,919,data_exploration
920,920,data_preprocessing
921,921,comment_only
922,923,data_preprocessing
923,922,data_preprocessing
924,924,helper_functions
925,925,data_exploration
926,926,data_exploration
927,927,data_exploration
928,928,
929,929,data_preprocessing
930,930,data_preprocessing
931,931,data_preprocessing
932,932,data_preprocessing
933,933,data_preprocessing
934,934,
935,935,
936,936,comment_only
937,937,
938,938,
939,939,helper_functions
940,940,data_exploration
941,941,
942,942,data_preprocessing
943,943,data_preprocessing
944,944,
945,946,
946,945,comment_only
947,947,data_exploration
948,948,comment_only
949,949,data_exploration
950,950,
951,951,
952,952,comment_only
953,953,data_preprocessing
954,954,data_preprocessing
955,955,data_preprocessing
956,956,
957,957,
958,958,comment_only
959,959,data_exploration
960,960,
961,961,data_exploration
962,962,comment_only
963,963,data_exploration
964,964,data_exploration
965,965,data_exploration
966,966,data_exploration
967,967,helper_functions
968,968,
969,969,
970,970,
971,971,
972,972,
973,973,
974,974,data_exploration
975,975,data_exploration
976,976,comment_only
977,977,data_exploration
978,978,data_exploration
979,979,comment_only
980,980,data_exploration
981,981,
982,982,helper_functions
983,983,
984,984,data_exploration
985,985,data_exploration
986,986,comment_only
987,987,data_exploration
988,988,data_exploration
989,989,data_exploration
990,990,
991,991,data_exploration
992,992,data_exploration
993,993,data_exploration
994,994,comment_only
995,995,data_exploration
996,996,
997,997,data_exploration
998,998,data_exploration
999,999,
1000,1000,
1001,1001,comment_only
1002,1002,
1003,1003,helper_functions
1004,1004,
1005,1005,data_exploration
1006,1006,data_exploration
1007,1007,data_exploration
1008,1008,helper_functions
1009,1009,data_exploration
1010,1010,data_exploration
1011,1011,data_exploration
1012,1012,
1013,1013,data_exploration
1014,1014,comment_only
1015,1015,comment_only
1016,1016,comment_only
1017,1017,data_exploration
1018,1018,data_exploration
1019,1019,comment_only
1020,1020,
1021,1021,data_exploration
1022,1022,data_exploration
1023,1023,data_exploration
1024,1024,data_exploration
1025,1025,load_data
1026,1026,load_data
1027,1027,data_exploration
1028,1028,data_exploration
1029,1029,data_exploration
1030,1030,data_exploration
1031,1031,data_exploration
1032,1032,data_exploration
1033,1033,data_exploration
1034,1034,data_exploration
1035,1035,data_exploration
1036,1036,data_exploration
1037,1037,data_exploration
1038,1038,helper_functions
1039,1039,data_exploration
1040,1040,data_exploration
1041,1041,load_data
1042,1042,load_data
1043,1043,data_exploration
1044,1044,data_exploration
1045,1045,comment_only
1046,1046,data_exploration
1047,1047,load_data
1048,1048,data_preprocessing
1049,1049,load_data
1050,1050,data_preprocessing
1051,1051,comment_only
1052,1052,data_exploration
1053,1053,data_exploration
1054,1054,data_exploration
1055,1055,
1056,1056,data_exploration
1057,1057,data_preprocessing
1058,1058,data_preprocessing
1059,1059,
1060,1060,data_exploration
1061,1061,data_exploration
1062,1062,helper_functions
1063,1063,comment_only
1064,1064,data_exploration
1065,1065,
1066,1066,comment_only
1067,1067,
1068,1068,
1069,1069,data_exploration
1070,1070,data_exploration
1071,1071,
1072,1072,comment_only
1073,1073,comment_only
1074,1074,comment_only
1075,1075,comment_only
1076,1076,comment_only
1077,1077,
1078,1078,
1079,1079,data_exploration
1080,1080,comment_only
1081,1081,comment_only
1082,1082,comment_only
1083,1083,comment_only
1084,1084,comment_only
1085,1085,
1086,1086,
1087,1087,
1088,1088,
1089,1089,
1090,1090,comment_only
1091,1091,
1092,1092,
1093,1093,helper_functions
1094,1094,comment_only
1095,1095,comment_only
1096,1096,comment_only
1097,1097,
1098,1098,
1099,1099,data_exploration
1100,1100,data_exploration
1101,1101,
1102,1102,
1103,1103,
1104,1104,helper_functions
1105,1105,
1106,1106,data_exploration
1107,1107,data_exploration
1108,1108,
1109,1109,comment_only
1110,1110,comment_only
1111,1111,
1112,1112,
1113,1113,helper_functions
1114,1114,helper_functions
1115,1115,load_data
1116,1116,helper_functions
1117,1117,helper_functions
1118,1118,helper_functions
1119,1119,helper_functions
1120,1120,helper_functions
1121,1121,helper_functions
1122,1122,helper_functions
1123,1123,
1124,1124,helper_functions
1125,1125,data_exploration
1126,1126,data_exploration
1127,1127,data_exploration
1128,1128,data_exploration
1129,1129,data_preprocessing
1130,1130,data_preprocessing
1131,1131,data_preprocessing
1132,1132,data_preprocessing
1133,1133,data_preprocessing
1134,1134,comment_only
1135,1135,data_exploration
1136,1136,data_exploration
1137,1137,
1138,1139,data_preprocessing
1139,1138,
1140,1140,comment_only
1141,1141,comment_only
1142,1142,
1143,1143,data_preprocessing
1144,1144,
1145,1145,helper_functions
1146,1146,helper_functions
1147,1147,comment_only
1148,1148,
1149,1149,
1150,1150,data_preprocessing
1151,1151,
1152,1152,data_exploration
1153,1153,
1154,1154,data_exploration
1155,1155,data_exploration
1156,1156,
1157,1157,data_preprocessing
1158,1158,
1159,1159,
1160,1160,comment_only
1161,1162,data_preprocessing
1162,1161,data_preprocessing
1163,1163,helper_functions
1164,1164,helper_functions
1165,1165,helper_functions
1166,1166,helper_functions
1167,1167,helper_functions
1168,1168,helper_functions
1169,1169,helper_functions
1170,1170,helper_functions
1171,1171,helper_functions
1172,1172,helper_functions
1173,1173,comment_only
1174,1174,data_preprocessing
1175,1175,
1176,1176,
1177,1177,
1178,1178,data_preprocessing
1179,1179,data_preprocessing
1180,1180,data_exploration
1181,1181,comment_only
1182,1182,data_exploration
1183,1183,
1184,1184,
1185,1186,
1186,1185,comment_only
1187,1187,
1188,1188,
1189,1189,
1190,1190,
1191,1191,
1192,1192,
1193,1193,
1194,1194,comment_only
1195,1195,helper_functions
1196,1196,
1197,1198,data_preprocessing
1198,1197,
1199,1199,helper_functions
1200,1200,helper_functions
1201,1201,load_data
1202,1202,
1203,1203,load_data
1204,1204,load_data
1205,1205,load_data
1206,1206,data_exploration
1207,1207,data_exploration
1208,1208,load_data
1209,1209,load_data
1210,1210,comment_only
1211,1211,
1212,1212,
1213,1213,data_preprocessing
1214,1214,
1215,1215,data_exploration
1216,1216,
1217,1217,data_exploration
1218,1218,
1219,1220,
1220,1219,data_preprocessing
1221,1221,data_exploration
1222,1222,data_exploration
1223,1223,data_exploration
1224,1224,data_exploration
1225,1225,
1226,1226,
1227,1227,data_exploration
1228,1228,data_exploration
1229,1229,data_exploration
1230,1230,data_exploration
1231,1231,data_exploration
1232,1232,data_exploration
1233,1233,data_exploration
1234,1234,data_exploration
1235,1235,data_exploration
1236,1236,comment_only
1237,1237,data_exploration
1238,1238,
1239,1239,
1240,1240,comment_only
1241,1241,comment_only
1242,1242,
1243,1243,comment_only
1244,1244,
1245,1245,
1246,1246,
1247,1247,
1248,1248,
1249,1249,comment_only
1250,1250,
1251,1251,helper_functions
1252,1252,load_data
1253,1253,load_data
1254,1254,
1255,1255,
1256,1256,
1257,1257,
1258,1258,
1259,1259,comment_only
1260,1260,
1261,1261,comment_only
1262,1262,
1263,1263,data_preprocessing
1264,1264,comment_only
1265,1266,comment_only
1266,1265,data_preprocessing
1267,1267,
1268,1268,
1269,1269,comment_only
1270,1270,data_preprocessing
1271,1271,data_preprocessing
1272,1272,comment_only
1273,1273,data_exploration
1274,1274,comment_only
1275,1275,data_exploration
1276,1276,comment_only
1277,1277,comment_only
1278,1278,comment_only
1279,1279,
1280,1280,
1281,1281,
1282,1282,
1283,1283,
1284,1284,helper_functions
1285,1285,
1286,1286,helper_functions
1287,1287,comment_only
1288,1288,data_exploration
1289,1289,comment_only
1290,1290,data_exploration
1291,1291,data_exploration
1292,1292,comment_only
1293,1293,
1294,1294,
1295,1295,
1296,1296,
1297,1297,
1298,1298,
1299,1299,data_exploration
1300,1300,
1301,1301,comment_only
1302,1302,data_exploration
1303,1303,
1304,1304,helper_functions
1305,1305,
1306,1306,helper_functions
1307,1307,comment_only
1308,1308,comment_only
1309,1309,comment_only
1310,1310,comment_only
1311,1311,
1312,1312,
1313,1313,comment_only
1314,1314,comment_only
1315,1315,comment_only
1316,1316,
1317,1317,comment_only
1318,1318,comment_only
1319,1319,
1320,1320,
1321,1321,
1322,1322,
1323,1323,comment_only
1324,1324,comment_only
1325,1325,comment_only
1326,1326,data_exploration
1327,1327,comment_only
1328,1328,data_exploration
1329,1329,data_exploration
1330,1330,comment_only
1331,1331,data_exploration
1332,1332,comment_only
1333,1333,helper_functions
1334,1334,
1335,1336,helper_functions
1336,1335,comment_only
1337,1337,data_exploration
1338,1338,data_exploration
1339,1339,
1340,1340,comment_only
1341,1341,data_exploration
1342,1342,comment_only
1343,1343,helper_functions
1344,1344,load_data
1345,1345,load_data
1346,1346,data_exploration
1347,1347,data_exploration
1348,1348,
1349,1349,comment_only
1350,1350,data_exploration
1351,1351,data_exploration
1352,1352,data_preprocessing
1353,1353,data_preprocessing
1354,1354,data_exploration
1355,1355,data_exploration
1356,1356,comment_only
1357,1357,comment_only
1358,1358,comment_only
1359,1359,comment_only
1360,1360,data_exploration
1361,1361,data_exploration
1362,1362,helper_functions
1363,1363,
1364,1364,data_exploration
1365,1365,data_exploration
1366,1366,data_preprocessing
1367,1367,data_preprocessing
1368,1368,data_preprocessing
1369,1369,
1370,1370,data_preprocessing
1371,1371,comment_only
1372,1372,load_data
1373,1373,data_exploration
1374,1374,data_preprocessing
1375,1375,load_data
1376,1376,data_exploration
1377,1377,data_exploration
1378,1378,data_preprocessing
1379,1379,data_exploration
1380,1380,data_preprocessing
1381,1381,data_preprocessing
1382,1382,data_exploration
1383,1383,data_exploration
1384,1384,
1385,1385,helper_functions
1386,1386,data_exploration
1387,1387,data_exploration
1388,1388,data_exploration
1389,1389,data_exploration
1390,1390,data_exploration
1391,1391,data_exploration
1392,1392,data_exploration
1393,1393,data_exploration
1394,1394,data_exploration
1395,1395,helper_functions
1396,1396,data_exploration
1397,1397,data_preprocessing
1398,1398,data_preprocessing
1399,1399,
1400,1400,data_exploration
1401,1401,data_exploration
1402,1402,data_exploration
1403,1403,helper_functions
1404,1404,helper_functions
1405,1405,load_data
1406,1406,data_exploration
1407,1407,data_preprocessing
1408,1408,load_data
1409,1409,data_exploration
1410,1410,data_exploration
1411,1411,data_preprocessing
1412,1412,data_preprocessing
1413,1413,data_exploration
1414,1414,data_preprocessing
1415,1415,comment_only
1416,1416,
1417,1417,
1418,1418,
1419,1419,data_exploration
1420,1420,data_exploration
1421,1421,data_exploration
1422,1422,data_preprocessing
1423,1423,
1424,1424,comment_only
1425,1425,comment_only
1426,1426,data_exploration
1427,1427,data_exploration
1428,1428,
1429,1429,data_exploration
1430,1430,data_exploration
1431,1431,data_exploration
1432,1432,data_preprocessing
1433,1433,comment_only
1434,1434,data_preprocessing
1435,1435,
1436,1436,
1437,1437,
1438,1438,
1439,1439,
1440,1440,save_results
1441,1441,save_results
1442,1442,
1443,1443,data_preprocessing
1444,1444,data_preprocessing
1445,1445,comment_only
1446,1446,data_exploration
1447,1447,data_exploration
1448,1448,comment_only
1449,1449,data_preprocessing
1450,1450,data_exploration
1451,1451,comment_only
1452,1452,load_data
1453,1453,load_data
1454,1454,comment_only
1455,1455,comment_only
1456,1456,comment_only
1457,1457,
1458,1458,data_exploration
1459,1459,data_exploration
1460,1460,data_exploration
1461,1461,data_exploration
1462,1462,comment_only
1463,1463,comment_only
1464,1464,data_exploration
1465,1465,data_exploration
1466,1466,
1467,1467,
1468,1468,comment_only
1469,1469,
1470,1470,load_data
1471,1471,load_data
1472,1472,data_exploration
1473,1473,data_exploration
1474,1474,comment_only
1475,1475,comment_only
1476,1476,data_exploration
1477,1477,data_exploration
1478,1478,data_preprocessing
1479,1479,comment_only
1480,1480,data_preprocessing
1481,1481,load_data
1482,1482,load_data
1483,1483,data_exploration
1484,1484,data_exploration
1485,1485,
1486,1486,data_exploration
1487,1487,data_exploration
1488,1488,comment_only
1489,1489,data_exploration
1490,1490,comment_only
